date,y,proba_cv
2015-05-21,1,0.6565549280790671
2015-05-22,1,0.6252465384312267
2015-05-25,0,0.6224523793014596
2015-05-26,1,0.6501552776255546
2015-05-27,0,0.6305453405875343
2015-05-28,0,0.6774334711455227
2015-05-29,1,0.6447062447351255
2015-06-01,0,0.6034933624932752
2015-06-02,1,0.5654902082829476
2015-06-03,0,0.5506402620407315
2015-06-04,0,0.5560182167604201
2015-06-05,0,0.5057447576364852
2015-06-08,0,0.5858767050123141
2015-06-09,1,0.5281566879630529
2015-06-10,1,0.5693486913208595
2015-06-11,0,0.5779334107672977
2015-06-12,0,0.5660545219047901
2015-06-15,1,0.5186871258627379
2015-06-16,0,0.5120421660815959
2015-06-17,1,0.5596657484843167
2015-06-18,0,0.5241917914287804
2015-06-19,1,0.5814989695253728
2015-06-22,1,0.5526356035599875
2015-06-23,0,0.59974159350699
2015-06-24,0,0.5468343325028909
2015-06-25,0,0.6143278481468529
2015-06-26,0,0.5975402905458583
2015-06-29,1,0.6687055223529823
2015-06-30,1,0.6244093470622452
2015-07-02,1,0.6611159289253363
2015-07-03,0,0.596465071544029
2015-07-06,1,0.5424964710084063
2015-07-07,0,0.3893498338687307
2015-07-08,0,0.5290179704710968
2015-07-09,1,0.5542195372220979
2015-07-10,1,0.5532620265283553
2015-07-13,1,0.5558119699507278
2015-07-14,1,0.675908064841507
2015-07-15,1,0.4915345330325539
2015-07-16,1,0.42232995029576215
2015-07-17,1,0.43491118122962985
2015-07-20,0,0.44416513835067856
2015-07-21,1,0.40084982064266894
2015-07-22,0,0.4485336213277136
2015-07-23,0,0.5145470140702065
2015-07-24,0,0.5555783156475618
2015-07-27,1,0.527988075872663
2015-07-28,1,0.4590499056705295
2015-07-29,1,0.4627353173577417
2015-07-30,1,0.40754448113071906
2015-07-31,1,0.31910724214375963
2015-08-04,1,0.22349392163245205
2015-08-05,0,0.27008784538094566
2015-08-06,0,0.32871719072470185
2015-08-07,1,0.36788482587539395
2015-08-10,0,0.38151293477038034
2015-08-11,0,0.4676394820043052
2015-08-12,1,0.523369682586355
2015-08-13,1,0.4177938395312151
2015-08-14,1,0.3575525947330435
2015-08-17,0,0.4148348014895832
2015-08-18,0,0.42491057295584733
2015-08-19,0,0.3223863389878613
2015-08-20,0,0.46839372443525074
2015-08-21,0,0.5083837261948907
2015-08-24,0,0.5663509974881543
2015-08-25,1,0.5997811360684094
2015-08-26,1,0.7568539584193956
2015-08-27,0,0.7898544992525137
2015-08-28,0,0.7298184628979724
2015-08-31,0,0.5171963583100907
2015-09-01,1,0.43667204672102405
2015-09-02,0,0.6217469008990884
2015-09-03,0,0.8122997479721265
2015-09-04,1,0.846689092657949
2015-09-08,0,0.880719463266552
2015-09-09,1,0.8648585796619589
2015-09-10,1,0.8779779285760493
2015-09-11,0,0.85614282026306
2015-09-14,1,0.8208271399732552
2015-09-15,1,0.8655576632719018
2015-09-16,0,0.8633434115487245
2015-09-17,0,0.8265635847933401
2015-09-18,1,0.8314766733468499
2015-09-21,0,0.8083997943557132
2015-09-22,1,0.8293175470072038
2015-09-23,0,0.8508893366489585
2015-09-24,0,0.8471490520644512
2015-09-25,0,0.7756912118581705
2015-09-28,1,0.7965260779694063
2015-09-29,1,0.7263151326644647
2015-09-30,0,0.7504315500333218
2015-10-01,1,0.7530788033032619
2015-10-02,1,0.7557151721228301
2015-10-05,0,0.6299121773034183
2015-10-06,1,0.7142454456046612
2015-10-07,1,0.7040218256660213
2015-10-08,0,0.6935295152015678
2015-10-09,0,0.7024827426559274
2015-10-13,0,0.7312304126500481
2015-10-14,1,0.733487723920787
2015-10-15,1,0.7323054425202202
2015-10-16,1,0.76320764920058
2015-10-19,0,0.7038507430322066
2015-10-20,1,0.6837520631068855
2015-10-21,1,0.557707237962659
2015-10-22,1,0.5347096468925853
2015-10-23,0,0.5537261254215003
2015-10-26,1,0.600233509289288
2015-10-27,1,0.438948578528599
2015-10-28,0,0.3912606414308678
2015-10-29,0,0.4850449909207723
2015-10-30,1,0.5727815064140054
2015-11-02,0,0.4529380752771259
2015-11-03,1,0.49620412327269153
2015-11-04,1,0.4602466581518343
2015-11-05,1,0.4171987920666926
2015-11-06,0,0.27539334107961927
2015-11-09,1,0.3782587728099882
2015-11-10,0,0.3143437550332905
2015-11-11,0,0.33086907668228527
2015-11-12,0,0.38095171341140155
2015-11-13,1,0.48140319649659274
2015-11-16,0,0.38910064274133804
2015-11-17,1,0.47189673089730627
2015-11-18,0,0.4281763813987399
2015-11-19,1,0.3921769593267116
2015-11-20,1,0.26177275033444103
2015-11-23,0,0.34144950494803933
2015-11-24,0,0.32257820803116244
2015-11-25,1,0.3831263201699852
2015-11-26,1,0.3958343186451254
2015-11-27,0,0.4562154235906483
2015-11-30,1,0.4495978841875422
2015-12-01,0,0.3947888356314002
2015-12-02,0,0.42441100468267745
2015-12-03,1,0.4769474844273636
2015-12-04,1,0.4335616893708267
2015-12-07,0,0.4288784879904322
2015-12-08,0,0.5020728075889249
2015-12-09,1,0.38916223983021714
2015-12-10,0,0.31691110651705384
2015-12-11,1,0.45921170195656996
2015-12-14,1,0.47198800759969095
2015-12-15,1,0.4870057481529287
2015-12-16,0,0.4492644265944626
2015-12-17,0,0.5719525260295705
2015-12-18,1,0.4477209915904503
2015-12-21,1,0.3704696574495544
2015-12-22,1,0.44571151086335214
2015-12-23,0,0.5979191488035884
2015-12-24,1,0.5888360572440212
2015-12-29,0,0.45959174062528046
2015-12-30,0,0.5081367149988782
2015-12-31,0,0.5414167946172559
2016-01-04,1,0.5073806403630556
2016-01-05,0,0.4832787113481922
2016-01-06,0,0.6008474369383124
2016-01-07,0,0.5857633341289373
2016-01-08,1,0.5616741176115506
2016-01-11,1,0.5066579640948015
2016-01-12,0,0.6551031524339317
2016-01-13,1,0.6765836647918692
2016-01-14,0,0.5245700796131706
2016-01-15,0,0.5850910216322183
2016-01-18,1,0.63447555298585
2016-01-19,0,0.6254239321343411
2016-01-20,0,0.6233584998100927
2016-01-21,1,0.7598766499385511
2016-01-22,0,0.7516966415981409
2016-01-25,0,0.7810353775412763
2016-01-26,0,0.8006161158134388
2016-01-27,1,0.7909581474994899
2016-01-28,1,0.720587363070887
2016-01-29,0,0.796479208592597
2016-02-01,0,0.8080483009280809
2016-02-02,0,0.7778245781334447
2016-02-03,1,0.7367760115846488
2016-02-04,0,0.7676205070144153
2016-02-05,0,0.8607013234592521
2016-02-08,0,0.858349976141199
2016-02-09,1,0.8400814825363155
2016-02-10,0,0.8324305150998761
2016-02-11,1,0.8563955210952573
2016-02-12,1,0.7950500810684631
2016-02-16,1,0.7809492069754377
2016-02-17,0,0.7879092439688057
2016-02-18,1,0.7968507050998005
2016-02-19,1,0.745452588494217
2016-02-22,0,0.744883536992837
2016-02-23,0,0.8624891554809594
2016-02-24,0,0.8528241852327156
2016-02-25,0,0.838668187989644
2016-02-26,0,0.8520487275960877
2016-02-29,1,0.849424176326998
2016-03-01,1,0.7781080517026967
2016-03-02,1,0.7716891992106905
2016-03-03,0,0.7499534703697585
2016-03-04,0,0.6862593851332215
2016-03-07,1,0.5510970007241288
2016-03-08,0,0.6602660305474841
2016-03-09,1,0.714435615458699
2016-03-10,1,0.6558389480482392
2016-03-11,1,0.6725295030129838
2016-03-14,1,0.6800794224235559
2016-03-15,0,0.6135514409264373
2016-03-16,0,0.5695775903819046
2016-03-17,1,0.5838084262241231
2016-03-18,0,0.6110287394265677
2016-03-21,0,0.6239751668927368
2016-03-22,1,0.6704800913760625
2016-03-23,1,0.5929443853858275
2016-03-24,0,0.575315415245611
2016-03-28,0,0.5971432004225202
2016-03-29,0,0.5716960675997667
2016-03-30,1,0.49190110715086544
2016-03-31,1,0.571163549863377
2016-04-01,1,0.5831418630306083
2016-04-04,0,0.5522480095845469
2016-04-05,1,0.5592975987704784
2016-04-06,0,0.5031522329424163
2016-04-07,0,0.5418105936079824
2016-04-08,0,0.6059787356590363
2016-04-11,0,0.6096481143330834
2016-04-12,1,0.6276303656966691
2016-04-13,1,0.6503738384139354
2016-04-14,0,0.6563353927201563
2016-04-15,1,0.5988493884937349
2016-04-18,0,0.4940476080569063
2016-04-19,0,0.5075570739118629
2016-04-20,1,0.5617821089472491
2016-04-21,0,0.5934469804405185
2016-04-22,0,0.6408537220685627
2016-04-25,0,0.679395204323906
2016-04-26,1,0.6921824137349767
2016-04-27,0,0.6429609848895541
2016-04-28,0,0.7303415322996959
2016-04-29,1,0.6884055408900194
2016-05-02,1,0.6902093922704492
2016-05-03,1,0.7129971904391439
2016-05-04,0,0.7011599923470648
2016-05-05,1,0.568229755540144
2016-05-06,1,0.5661541893129295
2016-05-09,1,0.5692967208916353
2016-05-10,0,0.5749196428292318
2016-05-11,0,0.6194153841268673
2016-05-12,0,0.6370828562514499
2016-05-13,1,0.623024479131097
2016-05-16,0,0.665019249505281
2016-05-17,1,0.7489524772982066
2016-05-18,1,0.5935529176111632
2016-05-19,1,0.6108141723064027
2016-05-20,1,0.5631627546120878
2016-05-24,0,0.5478935664576123
2016-05-25,0,0.45285785763493336
2016-05-26,1,0.5042138071314385
2016-05-27,1,0.4245476283402344
2016-05-30,1,0.47245028729921107
2016-05-31,0,0.4885593961313659
2016-06-01,1,0.4917476717675362
2016-06-02,0,0.4174089997130383
2016-06-03,0,0.5190003438837858
2016-06-06,0,0.49553424787666495
2016-06-07,0,0.5109423266579282
2016-06-08,1,0.5417640244635462
2016-06-09,0,0.5866468032260267
2016-06-10,0,0.5329966958892665
2016-06-13,1,0.5289275587059862
2016-06-14,1,0.5095267852443259
2016-06-15,1,0.520407589894372
2016-06-16,0,0.4983476671720102
2016-06-17,1,0.5713293899019395
2016-06-20,0,0.5204333637757755
2016-06-21,0,0.5461133977649357
2016-06-22,1,0.5778826296004342
2016-06-23,0,0.6197723231944237
2016-06-24,0,0.6195811185360545
2016-06-27,1,0.6522239499021626
2016-06-28,1,0.6227857430145948
2016-06-29,1,0.639219580103096
2016-06-30,1,0.6856598251991615
2016-07-04,0,0.5447325488717143
2016-07-05,1,0.5132498251236781
2016-07-06,1,0.49429453315312366
2016-07-07,1,0.5832404727905202
2016-07-08,1,0.5334155690068314
2016-07-11,0,0.6112805541506441
2016-07-12,0,0.5724346505531956
2016-07-13,0,0.5512964535993022
2016-07-14,1,0.47097063206710016
2016-07-15,1,0.5407526983997154
2016-07-18,1,0.522259384566947
2016-07-19,1,0.5209253713265203
2016-07-20,0,0.4522670584517046
2016-07-21,1,0.4515871426501669
2016-07-22,1,0.35378737657664583
2016-07-25,0,0.3120005928741289
2016-07-26,0,0.2724326013319804
2016-07-27,0,0.30491571304450854
2016-07-28,0,0.27728669859046345
2016-07-29,0,0.3553216533375879
2016-08-02,1,0.37027992496365947
2016-08-03,0,0.35503471141910303
2016-08-04,1,0.3753909223248637
2016-08-05,0,0.3409952303368805
2016-08-08,0,0.3129612991026215
2016-08-09,0,0.26715176714850813
2016-08-10,0,0.28788348386289425
2016-08-11,0,0.257555232001835
2016-08-12,0,0.39950087544782664
2016-08-15,0,0.40553396880285847
2016-08-16,1,0.49475315666108993
2016-08-17,0,0.43993327952442934
2016-08-18,1,0.5438128207533216
2016-08-19,1,0.4691786882892368
2016-08-22,0,0.4548852031305857
2016-08-23,0,0.3940166304041296
2016-08-24,0,0.4426941220703623
2016-08-25,1,0.42728216051955464
2016-08-26,1,0.38796632457297053
2016-08-29,1,0.45386613664406816
2016-08-30,0,0.4801398369806298
2016-08-31,0,0.469630665772533
2016-09-01,0,0.47765362174412995
2016-09-02,0,0.476075448735059
2016-09-06,1,0.5139682148548546
2016-09-07,0,0.4936771422781787
2016-09-08,0,0.5748658930893655
2016-09-09,1,0.6265143872198932
2016-09-12,0,0.5253819570535672
2016-09-13,1,0.5810991161355571
2016-09-14,1,0.577636360330782
2016-09-15,1,0.5558916989822213
2016-09-16,0,0.5110033967952701
2016-09-19,1,0.5945525041758802
2016-09-20,1,0.5569784611079797
2016-09-21,1,0.49945868378443836
2016-09-22,1,0.5580133399932761
2016-09-23,0,0.5329465092600447
2016-09-26,1,0.5690633232755018
2016-09-27,0,0.5570766785774204
2016-09-28,0,0.5903966690228694
2016-09-29,1,0.5876043875020343
2016-09-30,0,0.5739778984265461
2016-10-03,1,0.6062074547683848
2016-10-04,1,0.5969853872756136
2016-10-05,1,0.5643896263431079
2016-10-06,1,0.5150929569175691
2016-10-07,0,0.49149948290901946
2016-10-11,1,0.5304722842061941
2016-10-12,0,0.480150833394838
2016-10-13,0,0.5417401645121399
2016-10-14,0,0.6054370646457404
2016-10-17,1,0.6666873505914508
2016-10-18,1,0.5957424952107518
2016-10-19,1,0.6299555047859526
2016-10-20,1,0.5655206512775488
2016-10-21,1,0.49639807853181994
2016-10-24,0,0.39904843425398684
2016-10-25,1,0.4828258387757179
2016-10-26,0,0.4505908796276102
2016-10-27,0,0.511918427592511
2016-10-28,1,0.5716203834606557
2016-10-31,0,0.6299633000326454
2016-11-01,0,0.6116174824212791
2016-11-02,0,0.6248127666762866
2016-11-03,1,0.6676064870468174
2016-11-04,1,0.6052379665354541
2016-11-07,0,0.5271490199037491
2016-11-08,1,0.5905514869624985
2016-11-09,1,0.40761726477239413
2016-11-10,1,0.4091679738446078
2016-11-11,1,0.39699036269621996
2016-11-14,0,0.41795058056203105
2016-11-15,0,0.3836220436215189
2016-11-16,1,0.47434209582053843
2016-11-17,0,0.5041583924523143
2016-11-18,1,0.540061677860634
2016-11-21,1,0.43616418126617834
2016-11-22,1,0.4101898835954972
2016-11-23,1,0.3387475590897263
2016-11-24,1,0.3253121103905772
2016-11-25,0,0.2537852257125378
2016-11-28,1,0.34730222799885385
2016-11-29,0,0.3164176554554408
2016-11-30,0,0.36992741710153293
2016-12-01,0,0.4524731716152645
2016-12-02,1,0.5036269771346124
2016-12-05,1,0.3732871522016742
2016-12-06,1,0.44340646281805307
2016-12-07,0,0.39148624145238764
2016-12-08,1,0.32910823493831814
2016-12-09,0,0.27825647907207635
2016-12-12,1,0.3295673163758591
2016-12-13,1,0.32617126058492735
2016-12-14,1,0.370251843564816
2016-12-15,0,0.36001777847776284
2016-12-16,1,0.40501585650518346
2016-12-19,1,0.33126824049381814
2016-12-20,1,0.3397641050861463
2016-12-21,1,0.29666380707410245
2016-12-22,1,0.32797495347768696
2016-12-23,0,0.2535620801559442
2016-12-28,0,0.32921872225562926
2016-12-29,0,0.3153525345771943
2016-12-30,1,0.38817418799909986
2017-01-03,0,0.35418046645782447
2017-01-04,0,0.43065105482512184
2017-01-05,1,0.40580662735644474
2017-01-06,0,0.3494646442425106
2017-01-09,1,0.35724581832188373
2017-01-10,0,0.40741724122664563
2017-01-11,0,0.3426770473459639
2017-01-12,1,0.43248334631816243
